transaction_id,date,province,city,category,store_type,payment_method,sales_amount,quantity,discount_percentage,customer_rating,longitude,latitude
TRX00172,2024-05-31,Provinsi Jawa Barat,Kabupaten Pulang Pisau,Food & Beverage,Offline,Digital Wallet,283577,5,6.9,3.7,113.9536466,-2.6849607
TRX00173,2024-08-29,Provinsi Papua,Kabupaten Belu,Fashion,Online,Cash,614007,4,22.5,4.2,124.9506625,-9.4125796
TRX00174,2024-10-10,Provinsi Jawa Tengah,Kabupaten Ponorogo,Food & Beverage,Online,Cash,3928894,1,38.3,4.5,111.466003,-7.867827
TRX00175,2024-01-08,Provinsi Papua,Kabupaten Batang,Electronics,Hybrid,Credit Card,206036,1,4.3,4.1,109.7234519,-6.8941111
TRX00176,2024-01-25,Provinsi Sulawesi Utara,Kota Bukittinggi,Electronics,Offline,Bank Transfer,949118,3,14,5.1,100.3691667,-0.3055556
TRX00177,2024-02-01,Provinsi Kepulauan Bangka Belitung,Kabupaten Bungo,Food & Beverage,Online,Digital Wallet,186562,6,14.5,5,101.8891721,-1.6401338
TRX00178,2024-01-02,Provinsi Maluku Utara,Kabupaten Poso,Fashion,Offline,Credit Card,776333,6,2.3,3.8,120.766998,-1.391922
TRX00179,2024-07-10,Provinsi Papua Barat,Kabupaten Barito Timur,Food & Beverage,Online,Digital Wallet,192628,3,17.1,4.9,115.188916,-2.0123999
TRX00180,2024-04-26,Provinsi Sumatera Utara,Kabupaten Asmat,Fashion,Online,Cash,985290,3,5.4,4.8,138.3988186,-5.0573958
TRX00181,2024-09-13,Provinsi Maluku Utara,Kabupaten Ngada,Fashion,Online,Bank Transfer,153568,3,7.6,3.9,120.9876321,-8.7430424
TRX00182,2024-09-11,Provinsi Sulawesi Tenggara,Kabupaten Polewali Mandar,Electronics,Online,Digital Wallet,557277,2,14.6,5,119.13906420000001,-3.3419323
TRX00183,2024-06-26,Provinsi Papua,Kabupaten Klungkung,Food & Beverage,Hybrid,Digital Wallet,2087873,3,19.1,5,115.4045111,-8.5389222
TRX00184,2024-02-22,Provinsi Kalimantan Timur,Kabupaten Agam,Fashion,Offline,Bank Transfer,437078,2,21.7,4.5,100.1703257,-0.2209392
TRX00185,2024-08-31,Provinsi Kepulauan Riau,Kabupaten Tulungagung,Food & Beverage,Hybrid,Bank Transfer,490874,2,23.1,4.6,111.9,-8.0666667
TRX00186,2024-05-23,Provinsi Nusa Tenggara Timur,Kabupaten Muna,Fashion,Online,Cash,2223361,3,16,3.7,122.6277455,-4.901629
TRX00187,2024-11-06,Provinsi Banten,Kabupaten Tabalong,Home & Living,Online,Credit Card,4183409,3,13.9,5.1,115.5681084,-1.864302
TRX00188,2024-02-15,Provinsi Papua Barat,Kabupaten Buol,Electronics,Online,Cash,6539985,1,5.9,3.9,121.3541631,0.9695452
TRX00189,2024-01-18,Provinsi Nusa Tenggara Timur,Kabupaten Biak Numfor,Home & Living,Offline,Cash,368323,1,4.5,4,135.9800848,-1.0381022
TRX00190,2024-08-14,Provinsi Riau,Kabupaten Maluku Tenggara,Food & Beverage,Online,Bank Transfer,190081,3,17.1,4.5,132.7271587,-5.7512455
TRX00191,2024-10-07,Provinsi Sulawesi Barat,Kabupaten Pekalongan,Food & Beverage,Online,Cash,1047058,5,12.9,4.3,109.669998,-6.882887
TRX00192,2024-06-25,Provinsi Jawa Tengah,Kota Yogyakarta,Electronics,Offline,Cash,844024,3,41.9,5,110.368797,-7.797224
TRX00193,2024-09-01,Provinsi Kalimantan Barat,Kabupaten Garut,Fashion,Hybrid,Cash,1973953,4,17.3,3.8,107.908699,-7.227906
TRX00194,2024-04-16,Provinsi Sumatera Barat,Kabupaten Tojo Una-Una,Food & Beverage,Online,Credit Card,634475,2,21.2,3.9,121.5370003,-1.098757
TRX00195,2024-01-02,Provinsi Sulawesi Tengah,Kabupaten Bone,Food & Beverage,Offline,Bank Transfer,641240,3,4.2,4.3,120.216667,-2.083333
TRX00196,2024-10-27,Provinsi Kalimantan Tengah,Kota Palu,Food & Beverage,Hybrid,Digital Wallet,2480818,4,16.6,4.5,119.850601,-0.898583
TRX00197,2024-02-15,Provinsi Jambi,Kota Pasuruan,Electronics,Online,Credit Card,641992,5,16.1,5.7,112.903297,-7.644872
TRX00198,2024-07-15,Provinsi Jambi,Kabupaten Karang Asem,Fashion,Offline,Credit Card,1080112,3,5.4,3.5,108.0503042,-6.3996057
TRX00199,2024-12-20,Provinsi Nusa Tenggara Timur,Kabupaten Tapanuli Utara,Fashion,Online,Cash,886342,1,9.1,4.8,99.1013498,2.0405246
TRX00200,2024-09-15,Provinsi Maluku,Kabupaten Kepulauan Mentawai,Home & Living,Online,Digital Wallet,522233,2,9.5,4.6,98.9245343,-1.426001
TRX00201,2024-01-17,Provinsi Bengkulu,Kabupaten Tegal,Food & Beverage,Online,Bank Transfer,319825,5,30.1,4.8,109.1333333,-6.8666667
TRX00202,2024-02-13,Provinsi Bali,Kabupaten Ogan Komering Ulu Timur,Home & Living,Hybrid,Digital Wallet,389568,2,33.1,3.6,104.7520939,-3.8567934
TRX00203,2024-09-30,Provinsi Sulawesi Barat,Kabupaten Kutai Kartanegara,Food & Beverage,Online,Bank Transfer,77794,3,15.5,4.4,116.6081653,-0.1336655
TRX00204,2024-07-25,Provinsi Bali,Kabupaten Luwu Timur,Food & Beverage,Hybrid,Credit Card,1960667,2,16.2,4,121.1710389,-2.5825518
TRX00205,2024-12-03,Provinsi DKI Jakarta,Kota Pekalongan,Food & Beverage,Online,Bank Transfer,110772,4,6.4,3.3,109.669998,-6.882887
TRX00206,2024-05-31,Provinsi DI Yogyakarta,Kota Pariaman,Home & Living,Offline,Digital Wallet,302441,2,12.2,3.7,100.1179574,-0.6264389
TRX00207,2024-02-18,Provinsi Papua,Kabupaten Bekasi,Electronics,Online,Bank Transfer,377003,2,60,3.7,107,-6.2333333
TRX00208,2024-04-06,Provinsi Kepulauan Riau,Kabupaten Kepulauan Aru,Fashion,Hybrid,Cash,1822772,2,19.4,5,134.5501935,-6.1946502
TRX00209,2024-12-14,Provinsi Jawa Tengah,Kabupaten Flores Timur,Electronics,Offline,Credit Card,578498,2,15.4,3.8,122.9663018,-8.3130942
TRX00210,2024-09-27,Provinsi Jawa Barat,Kabupaten Lampung Selatan,Electronics,Offline,Bank Transfer,1403621,2,18.2,4.6,105.5474373,-5.5622614
TRX00211,2024-09-18,Provinsi Papua,Kabupaten Batang Hari,Electronics,Offline,Bank Transfer,406813,2,20.2,4.5,103.0817903,-1.7083922
TRX00212,2024-12-23,Provinsi DKI Jakarta,Kabupaten Berau,Health & Beauty,Hybrid,Digital Wallet,2904317,1,24.2,3.8,117.3616476,2.0450883
TRX00213,2024-05-05,Provinsi Lampung,Kabupaten Grobogan,Food & Beverage,Offline,Cash,888543,5,7.8,4.5,110.9625854,-7.0217194
TRX00214,2024-12-04,Provinsi Bali,Kota Batu,Fashion,Hybrid,Bank Transfer,943767,3,14,4.5,112.5239,-7.8671
TRX00215,2024-04-30,Provinsi Riau,Kabupaten Jembrana,Food & Beverage,Offline,Bank Transfer,1313061,5,31,3.6,114.6418,-8.361852
TRX00216,2024-07-28,Provinsi Jawa Barat,Kabupaten Pasaman Barat,Food & Beverage,Online,Bank Transfer,124009,3,2,4.6,99.634135,0.2213005
TRX00217,2024-04-07,Provinsi DI Yogyakarta,Kabupaten Tanjung Jabung Barat,Electronics,Hybrid,Digital Wallet,540266,6,11.7,4.2,103.7984428,-1.2332122
TRX00218,2024-06-26,Provinsi Sulawesi Tenggara,Kabupaten Sukoharjo,Electronics,Offline,Credit Card,676552,5,8,4.1,110.8195292,-7.6808818
TRX00219,2024-11-24,Provinsi DKI Jakarta,Kota Batam,Fashion,Online,Bank Transfer,253625,3,22.7,3.8,104.0304535,1.0456264
TRX00220,2024-10-03,Provinsi Sulawesi Barat,Kabupaten Tanjung Jabung Barat,Fashion,Online,Cash,552667,1,11.4,4.1,103.7984428,-1.2332122
TRX00221,2024-01-18,Provinsi Nusa Tenggara Timur,Kabupaten Puncak Jaya,Fashion,Online,Cash,265402,2,4.9,3.7,137.1847222,-4.0836111
TRX00222,2024-01-19,Provinsi Kalimantan Tengah,Kabupaten Gunung Mas,Food & Beverage,Online,Bank Transfer,680163,4,18,4.2,106.9913889,-6.7052778
TRX00223,2023-12-30,Provinsi Sumatera Selatan,Kabupaten Padang Lawas Utara,Home & Living,Offline,Cash,91630,6,16.1,4.1,99.634135,1.5758644
TRX00224,2024-08-24,Provinsi Jambi,Kabupaten Barito Timur,Electronics,Online,Digital Wallet,725597,2,31,4.1,115.188916,-2.0123999
TRX00225,2024-05-25,Provinsi Sulawesi Utara,Kabupaten Demak,Food & Beverage,Offline,Digital Wallet,288967,1,3.7,4.8,110.639297,-6.888115
TRX00226,2024-02-02,Provinsi Banten,Kota Tomohon,Fashion,Online,Bank Transfer,1396780,3,31,3.9,124.8384504,1.3234131
TRX00227,2024-07-22,Provinsi Kepulauan Bangka Belitung,Kabupaten Mamuju,Home & Living,Online,Credit Card,75904,3,13.1,4.1,118.9295737,-2.7293364
TRX00228,2024-08-01,Provinsi DI Yogyakarta,Kabupaten Kubu Raya,Food & Beverage,Online,Cash,569693,0,19.1,4.6,109.4735066,-0.3533938
TRX00229,2024-05-30,Provinsi Jambi,Kabupaten S I A K,Fashion,Hybrid,Cash,437762,4,24.2,4.9,113.921327,-0.789275
TRX00230,2024-12-06,Provinsi Maluku,Kabupaten Aceh Tenggara,Home & Living,Offline,Cash,1398435,2,35.8,4.1,97.6982272,3.3088666
TRX00231,2024-05-16,Provinsi Riau,Kota Jakarta Barat,Food & Beverage,Hybrid,Credit Card,112457,1,8.5,4.2,106.845172,-6.211544
TRX00232,2024-02-18,Provinsi Riau,Kabupaten Seluma,Food & Beverage,Online,Digital Wallet,315404,5,27.5,4.7,102.5642261,-4.0622929
TRX00233,2024-05-19,Provinsi Papua Barat,Kabupaten Lombok Barat,Fashion,Offline,Credit Card,1112591,1,18.2,4.4,116.1123078,-8.6464599
TRX00234,2024-06-03,Provinsi Gorontalo,Kabupaten Musi Banyuasin,Food & Beverage,Online,Bank Transfer,1007733,4,16.7,4.4,103.7289167,-2.5442029
TRX00235,2024-08-17,Provinsi Kalimantan Tengah,Kabupaten Puncak Jaya,Electronics,Offline,Digital Wallet,779708,4,4.8,4.1,137.1847222,-4.0836111
TRX00236,2024-06-01,Provinsi Sumatera Selatan,Kabupaten Sarolangun,Electronics,Hybrid,Credit Card,728622,3,51.7,4.2,102.6905326,-2.2654937
TRX00237,2024-02-27,Provinsi Kalimantan Barat,Kabupaten Sarolangun,Fashion,Online,Cash,102929,6,14,4.2,102.6905326,-2.2654937
TRX00238,2023-12-27,Provinsi Bali,Kota Jakarta Utara,Food & Beverage,Online,Credit Card,1278761,3,29.3,4.5,106.845172,-6.211544
TRX00239,2024-11-17,Provinsi DKI Jakarta,Kabupaten Samosir,Food & Beverage,Online,Bank Transfer,677467,2,9.4,4.1,98.8166667,2.5833333
TRX00240,2024-08-04,Provinsi Kalimantan Tengah,Kota Tangerang Selatan,Fashion,Hybrid,Credit Card,88933,2,20.7,4,106.7180556,-6.2888889
TRX00241,2024-04-18,Provinsi Papua Barat,Kabupaten Poso,Fashion,Offline,Cash,459038,2,9,4.2,120.766998,-1.391922
TRX00242,2024-01-17,Provinsi Nusa Tenggara Timur,Kabupaten Kepahiang,Food & Beverage,Online,Digital Wallet,1417079,3,39.4,4,102.578201,-3.651431
TRX00243,2024-05-07,Provinsi Aceh,Kabupaten Nias,Food & Beverage,Hybrid,Bank Transfer,1103644,1,28.4,5,113.7111274,-8.1712591
TRX00244,2024-02-16,Provinsi Jawa Barat,Kabupaten Bolang Mongondow Selatan,Home & Living,Online,Digital Wallet,290412,2,15,3.7,123.8411288,0.4053215
TRX00245,2024-07-27,Provinsi DI Yogyakarta,Kabupaten Barito Selatan,Fashion,Online,Cash,1353132,6,26.2,4.8,114.8092691,-1.875943
TRX00246,2024-03-17,Provinsi Sumatera Barat,Kota Yogyakarta,Health & Beauty,Online,Credit Card,367095,2,15.3,4.2,110.368797,-7.797224
TRX00247,2024-02-06,Provinsi Kalimantan Barat,Kabupaten Flores Timur,Electronics,Online,Credit Card,799946,2,34.6,3.2,122.9663018,-8.3130942
TRX00248,2024-05-17,Provinsi Sulawesi Selatan,Kabupaten Toba Samosir,Home & Living,Offline,Credit Card,1381766,6,13.2,3.9,99.2785583,2.3502398
TRX00249,2024-06-10,Provinsi Riau,Kabupaten Batang,Fashion,Hybrid,Digital Wallet,806869,2,3.5,4.8,109.7234519,-6.8941111
TRX00250,2024-05-05,Provinsi Riau,Kabupaten Gorontalo Utara,Health & Beauty,Hybrid,Credit Card,284258,4,35.9,3.6,122.4920088,0.9252647
TRX00251,2024-07-09,Provinsi Sulawesi Selatan,Kabupaten Teluk Bintuni,Home & Living,Offline,Credit Card,1239629,2,44.2,4.3,133.329466,-1.9056848
TRX00252,2024-12-18,Provinsi Aceh,Kabupaten Keerom,Food & Beverage,Offline,Digital Wallet,2392311,8,21.8,3.6,140.7624493,-3.3449536
TRX00253,2024-06-16,Provinsi Sulawesi Tengah,Kabupaten Temanggung,Electronics,Online,Credit Card,215592,2,9.9,4.2,110.174797,-7.316669
TRX00254,2024-08-24,Provinsi Bali,Kabupaten Minahasa Tenggara,Health & Beauty,Hybrid,Bank Transfer,455042,5,13.5,4.7,124.7298765,1.0278551
TRX00255,2024-10-27,Provinsi Kalimantan Tengah,Kabupaten Tulungagung,Electronics,Hybrid,Credit Card,1489571,2,6,4.1,111.9,-8.0666667
TRX00256,2024-04-05,Provinsi Bali,Kota Singkawang,Electronics,Hybrid,Credit Card,232896,3,5.5,4.7,108.984596,0.908795
TRX00257,2024-10-27,Provinsi Jambi,Kota Sibolga,Electronics,Offline,Digital Wallet,97828,4,44.2,4.6,98.7827988,1.7403745
TRX00258,2024-11-06,Provinsi Sulawesi Barat,Kabupaten Muna,Food & Beverage,Offline,Digital Wallet,332915,3,2.3,4.8,122.6277455,-4.901629
TRX00259,2024-07-09,Provinsi Kepulauan Bangka Belitung,Kabupaten Lamandau,Food & Beverage,Offline,Digital Wallet,1586166,3,30.1,4.9,111.1891151,-1.9269166
TRX00260,2024-07-20,Provinsi Maluku Utara,Kabupaten Kapuas,Fashion,Offline,Bank Transfer,139873,3,14.7,4.7,110.1313251,-0.0459972
TRX00261,2024-12-06,Provinsi Sumatera Selatan,Kabupaten Rejang Lebong,Fashion,Offline,Cash,425933,4,5.9,4.4,102.6675575,-3.4548154
TRX00262,2024-08-04,Provinsi Maluku Utara,Kabupaten Bungo,Health & Beauty,Offline,Cash,1428693,5,16.7,4.2,101.8891721,-1.6401338
TRX00263,2024-09-06,Provinsi Kepulauan Bangka Belitung,Kota Banjar Baru,Health & Beauty,Online,Cash,572214,2,17.2,4.3,114.75,-3.4666667
TRX00264,2024-06-17,Provinsi Nusa Tenggara Barat,Kabupaten Brebes,Electronics,Online,Digital Wallet,962471,2,58.7,4.4,109.05,-6.8833333
TRX00265,2024-05-12,Provinsi Bali,Kabupaten Ngada,Fashion,Offline,Digital Wallet,2769897,4,38.8,3.7,120.9876321,-8.7430424
TRX00266,2024-01-16,Provinsi Jawa Tengah,Kabupaten Bengkalis,Fashion,Offline,Bank Transfer,1343934,7,13.9,3.9,102.0797222,1.4897222
TRX00267,2024-05-01,Provinsi Sulawesi Barat,Kabupaten Wonogiri,Electronics,Offline,Cash,986118,0,22.8,4,110.920601,-7.817782
TRX00268,2024-06-05,Provinsi Banten,Kabupaten Lingga,Home & Living,Hybrid,Bank Transfer,892094,2,4.7,3.9,104.6354631,-0.1627686
TRX00269,2024-07-01,Provinsi Papua,Kabupaten Manggarai Barat,Electronics,Online,Credit Card,171429,5,10.4,4.1,120.0665236,-8.6688149
TRX00270,2024-03-08,Provinsi Jawa Timur,Kota Bitung,Food & Beverage,Online,Credit Card,1263678,3,9.5,4.2,125.204697,1.4553529
TRX00271,2024-09-17,Provinsi Sulawesi Tenggara,Kabupaten Bantaeng,Electronics,Online,Cash,938884,3,7.6,3.8,120.0202964,-5.5169316
TRX00272,2024-06-10,Provinsi Kalimantan Selatan,Kabupaten Kepulauan Mentawai,Home & Living,Online,Bank Transfer,817463,3,28.9,3.1,98.9245343,-1.426001
TRX00273,2024-07-08,Provinsi Lampung,Kota Batam,Fashion,Online,Credit Card,578122,2,24.4,5.2,104.0304535,1.0456264
TRX00274,2024-12-19,Provinsi Aceh,Kabupaten Lampung Utara,Food & Beverage,Online,Cash,153168,2,19.8,3.8,104.7520939,-4.8133905
TRX00275,2024-08-13,Provinsi Sumatera Selatan,Kabupaten Majene,Food & Beverage,Offline,Cash,636624,4,40.2,4.7,118.9062794,-3.0297251
TRX00276,2024-02-25,Provinsi Kalimantan Selatan,Kota Solok,Food & Beverage,Online,Bank Transfer,1915131,6,9.2,3.9,100.644402,-0.803027
TRX00277,2024-03-12,Provinsi Sumatera Selatan,Kabupaten Pasaman,Fashion,Online,Bank Transfer,296152,1,2.5,4.4,99.7901781,0.1288752
TRX00278,2024-01-28,Provinsi Jambi,Kabupaten Karimun,Electronics,Online,Digital Wallet,90174,2,7,4.1,103.3666667,1.05
TRX00279,2024-10-09,Provinsi Sulawesi Selatan,Kabupaten Murung Raya,Electronics,Offline,Credit Card,3431020,2,13.4,4.5,114.3341432,-0.1362171
TRX00280,2024-09-01,Provinsi Kepulauan Bangka Belitung,Kabupaten Kotawaringin Timur,Home & Living,Online,Credit Card,310538,4,20,3.3,106.8630737,-6.1952992
TRX00281,2024-11-30,Provinsi Maluku Utara,Kabupaten Konawe Selatan,Fashion,Online,Bank Transfer,1707767,3,31.8,4.3,122.4467238,-4.2027915
TRX00282,2024-11-10,Provinsi Sumatera Barat,Kota Bau-Bau,Food & Beverage,Online,Cash,1019063,0,32.9,4.1,122.633,-5.46667
TRX00283,2024-02-09,Provinsi Papua Barat,Kabupaten Belitung,Fashion,Online,Credit Card,2864993,1,35.8,4.9,107.9531836,-2.8708938
TRX00284,2024-04-12,Provinsi Kalimantan Timur,Kota Probolinggo,Food & Beverage,Offline,Credit Card,523478,1,18.1,4,113.211502,-7.756928
TRX00285,2024-09-27,Provinsi Nusa Tenggara Barat,Kota Lubuklinggau,Electronics,Hybrid,Bank Transfer,404293,3,7.8,4,102.8616667,-3.2966667
TRX00286,2024-11-04,Provinsi Kalimantan Selatan,Kabupaten Sukamara,Electronics,Offline,Cash,3086654,4,9.3,3.3,111.2368084,-2.6267517
TRX00287,2024-10-13,Provinsi Kalimantan Timur,Kabupaten Maluku Tenggara,Food & Beverage,Offline,Bank Transfer,4717880,3,5.7,4.3,132.7271587,-5.7512455
TRX00288,2024-08-01,Provinsi Sulawesi Tengah,Kabupaten Wakatobi,Food & Beverage,Offline,Cash,750773,1,6.2,4.5,123.5951925,-5.3264442
TRX00289,2024-10-05,Provinsi Maluku,Kabupaten Belitung Timur,Home & Living,Online,Bank Transfer,647056,2,4.8,4.1,107.9531836,-2.8708938
TRX00290,2024-08-01,Provinsi Riau,Kabupaten Probolinggo,Food & Beverage,Offline,Cash,1147034,3,37,3.9,113.210675,-7.753965
TRX00291,2024-03-05,Provinsi Bali,Kabupaten Sukabumi,Health & Beauty,Online,Credit Card,278676,1,6.7,4.4,106.922203,-6.92405
TRX00292,2024-10-10,Provinsi Sumatera Selatan,Kabupaten Trenggalek,Electronics,Online,Credit Card,898217,1,31.4,3.6,111.7166667,-8.05
TRX00293,2024-08-05,Provinsi Sulawesi Selatan,Kota Batu,Health & Beauty,Offline,Digital Wallet,202953,5,17.1,4.4,112.5239,-7.8671
TRX00294,2024-09-26,Provinsi Papua Barat,Kabupaten Kutai Kartanegara,Home & Living,Hybrid,Cash,405494,2,17.3,4.7,116.6081653,-0.1336655
TRX00295,2024-06-12,Provinsi Sulawesi Tenggara,Kabupaten Sorong Selatan,Fashion,Online,Bank Transfer,1208903,1,36.5,4.1,131.25,-0.8666667
TRX00296,2024-10-15,Provinsi DKI Jakarta,Kabupaten Sukoharjo,Fashion,Offline,Digital Wallet,254584,1,19.8,4,110.8195292,-7.6808818
TRX00297,2024-12-05,Provinsi Kalimantan Tengah,Kabupaten Konawe,Food & Beverage,Offline,Credit Card,1278504,1,10.5,4,122.0837445,-3.9380432
TRX00298,2024-03-25,Provinsi Papua,Kabupaten Rokan Hilir,Home & Living,Hybrid,Digital Wallet,902135,3,5.3,4.4,100.8000051,1.6463978
TRX00299,2024-04-26,Provinsi Lampung,Kota Prabumulih,Fashion,Online,Digital Wallet,2290047,2,21.5,3.6,104.235397,-3.440956
TRX00300,2024-10-17,Provinsi Bali,Kabupaten Landak,Fashion,Online,Bank Transfer,4761167,3,14.2,3.8,109.7591675,0.4237287
TRX00301,2024-01-31,Provinsi Maluku,Kabupaten Kaimana,Home & Living,Online,Bank Transfer,307111,6,26.8,3.5,133.774506,-3.660925
TRX00302,2024-08-16,Provinsi DI Yogyakarta,Kabupaten Mimika,Home & Living,Online,Cash,806920,2,24.7,4.1,137.1362125,-4.4553223
TRX00303,2024-06-05,Provinsi Sulawesi Utara,Kabupaten Toba Samosir,Home & Living,Offline,Digital Wallet,2594759,3,31,4.2,99.2785583,2.3502398
TRX00304,2024-04-08,Provinsi Bengkulu,Kabupaten Pinrang,Fashion,Hybrid,Bank Transfer,666227,0,21.1,4.2,119.6408,-3.793071
TRX00305,2024-01-25,Provinsi Sumatera Barat,Kabupaten Jayapura,Food & Beverage,Offline,Cash,283943,3,36,4.1,140.717,-2.533
TRX00306,2024-03-15,Provinsi Papua,Kabupaten Kutai Barat,Home & Living,Online,Digital Wallet,201344,2,16.5,3.3,115.094045,0.1353881
TRX00307,2024-12-11,Provinsi Sulawesi Utara,Kota Metro,Food & Beverage,Hybrid,Digital Wallet,2215048,2,17.7,3.6,105.3,-5.1166667
TRX00308,2024-09-25,Provinsi Jawa Timur,Kabupaten Badung,Home & Living,Online,Digital Wallet,7347216,0,21.2,4.1,115.1770586,-8.5819296
TRX00309,2024-07-19,Provinsi Sulawesi Tenggara,Kabupaten Aceh Utara,Electronics,Online,Digital Wallet,191576,3,7.5,4.3,97.2221421,4.9786331
TRX00310,2024-03-08,Provinsi Sulawesi Utara,Kabupaten Biak Numfor,Electronics,Hybrid,Cash,609795,2,6.8,4.3,135.9800848,-1.0381022
TRX00311,2024-03-26,Provinsi Kalimantan Timur,Kabupaten Bangkalan,Electronics,Online,Cash,113808,4,15.9,3.7,112.7450068,-7.0306912
TRX00312,2024-10-09,Provinsi Sulawesi Tenggara,Kabupaten Paser,Fashion,Online,Bank Transfer,585377,4,5.4,4.7,115.9467997,-1.7175266
TRX00313,2024-01-22,Provinsi Jawa Barat,Kabupaten Karang Asem,Home & Living,Online,Bank Transfer,401579,4,21.5,4.2,108.0503042,-6.3996057
TRX00314,2024-07-27,Provinsi Lampung,Kabupaten Pemalang,Home & Living,Online,Credit Card,539440,2,35.5,4,109.377998,-6.884234
TRX00315,2024-06-15,Provinsi Papua,Kabupaten Situbondo,Home & Living,Online,Credit Card,9871820,5,9.4,4.3,113.955605,-7.702534
TRX00316,2024-11-10,Provinsi Kalimantan Selatan,Kabupaten Ketapang,Fashion,Offline,Credit Card,134815,1,20.8,4.6,109.971901,-1.859098
TRX00317,2024-04-16,Provinsi Jambi,Kota Bau-Bau,Food & Beverage,Hybrid,Bank Transfer,841090,2,4.6,4.5,122.633,-5.46667
TRX00318,2024-11-25,Provinsi Jawa Tengah,Kota Bogor,Electronics,Online,Bank Transfer,3412645,4,38.9,4,106.8,-6.6
TRX00319,2024-03-28,Provinsi Nusa Tenggara Timur,Kabupaten Lamongan,Food & Beverage,Online,Credit Card,296356,3,15,3.6,109.3946794,-7.406153
TRX00320,2024-12-15,Provinsi Maluku Utara,Kabupaten Donggala,Food & Beverage,Online,Credit Card,240626,1,20.7,4.6,119.8352303,-0.4233155
TRX00321,2024-06-10,Provinsi Sulawesi Selatan,Kabupaten Natuna,Food & Beverage,Online,Credit Card,573005,4,25.7,3.7,108.1812242,3.9329945
TRX00322,2024-03-28,Provinsi Kalimantan Barat,Kabupaten Kuningan,Electronics,Offline,Credit Card,2004473,1,17.2,3.9,108.4833333,-6.9833333
TRX00323,2024-01-18,Provinsi Sulawesi Barat,Kota Tangerang Selatan,Electronics,Online,Cash,387401,4,40.9,4.8,106.7180556,-6.2888889
TRX00324,2024-08-09,Provinsi Kepulauan Bangka Belitung,Kabupaten Aceh Tenggara,Food & Beverage,Offline,Bank Transfer,195741,3,29.5,3.9,97.6982272,3.3088666
TRX00325,2024-05-19,Provinsi Banten,Kabupaten Majalengka,Home & Living,Online,Digital Wallet,585891,2,12.7,4.1,108.2258897,-6.8531026
TRX00326,2024-12-07,Provinsi Kalimantan Tengah,Kabupaten Batanghari,Home & Living,Online,Credit Card,72586,0,33.3,4.4,103.0817903,-1.7083922
TRX00327,2024-07-12,Provinsi Papua,Kabupaten Katingan,Electronics,Hybrid,Cash,124852,4,31.7,4.9,112.8105512,-0.9758379
TRX00328,2024-03-13,Provinsi Kepulauan Bangka Belitung,Kabupaten Karang Asem,Health & Beauty,Online,Cash,1618165,4,26.4,3.7,108.0503042,-6.3996057
TRX00329,2024-11-25,Provinsi DKI Jakarta,Kabupaten Gorontalo Utara,Food & Beverage,Hybrid,Bank Transfer,863851,2,15,4.6,122.4920088,0.9252647
TRX00330,2024-08-11,Provinsi Aceh,Kota Cirebon,Food & Beverage,Offline,Cash,62090,3,19.2,4.2,108.564003,-6.715534
TRX00331,2024-08-22,Provinsi DKI Jakarta,Kabupaten Tulangbawang,Health & Beauty,Online,Credit Card,1012524,2,37.5,4.9,105.5005483,-4.3176576
TRX00332,2024-04-07,Provinsi Sulawesi Tengah,Kabupaten Kota Baru,Home & Living,Offline,Bank Transfer,54478,4,44,4.7,106.807915,-6.332973
TRX00333,2024-01-03,Provinsi DI Yogyakarta,Kota Bontang,Fashion,Online,Digital Wallet,349190,5,25,4.2,117.5,0.1333333
TRX00334,2024-04-14,Provinsi Maluku Utara,Kabupaten Samosir,Fashion,Online,Bank Transfer,736623,5,10.1,3.8,98.8166667,2.5833333
TRX00335,2024-12-21,Provinsi DI Yogyakarta,Kabupaten Labuhanbatu,Health & Beauty,Offline,Bank Transfer,130858,0,34.5,3.6,100.1703257,2.3439863
TRX00336,2024-05-12,Provinsi Kalimantan Barat,Kabupaten Bolang Mongondow Timur,Food & Beverage,Online,Bank Transfer,1939300,1,22.4,3.7,124.4641848,0.7152651
TRX00337,2024-01-23,Provinsi Sulawesi Utara,Kabupaten Tuban,Electronics,Hybrid,Bank Transfer,1839209,3,44.3,4,115.1711298,-8.7493146
TRX00338,2024-04-16,Provinsi Sulawesi Barat,Kabupaten Dharmas Raya,Electronics,Online,Bank Transfer,278030,3,4.3,3.6,101.6157773,-1.1120568
TRX00339,2024-09-26,Provinsi Kepulauan Riau,Kabupaten Way Kanan,Home & Living,Online,Bank Transfer,1675065,5,10.7,4.1,104.5655273,-4.4963689
TRX00340,2024-03-26,Provinsi Bengkulu,Kabupaten Malinau,Electronics,Online,Credit Card,664566,0,29.6,3.9,116.647797,3.584221
TRX00341,2024-07-12,Provinsi Kalimantan Selatan,Kabupaten Banjar,Electronics,Online,Digital Wallet,1045968,2,5.8,5.2,108.5333333,-7.3666667
TRX00342,2024-01-08,Provinsi Papua Barat,Kabupaten Lampung Utara,Food & Beverage,Online,Cash,1068049,5,9.7,4.7,104.7520939,-4.8133905
TRX00343,2024-07-07,Provinsi DKI Jakarta,Kabupaten Sukabumi,Fashion,Online,Digital Wallet,151173,4,27.8,4.5,106.922203,-6.92405
TRX00344,2024-06-18,Provinsi Nusa Tenggara Barat,Kabupaten Kerinci,Fashion,Online,Credit Card,71986,6,3.7,3.9,101.4339148,-1.8720467
